#Time       P(R1)      P(R2)      P(R3)     
 0.09372    3.2195E-06    151.22E-06    55.322E-06   
 0.09373    3.3456E-06    150.72E-06    55.581E-06   
 0.09374    3.474E-06     150.22E-06    55.841E-06   
 0.09375    3.6048E-06    149.72E-06    56.101E-06   
 0.09376    3.7381E-06    149.22E-06    56.361E-06   
 0.09377    3.8737E-06    148.72E-06    56.621E-06   
 0.09378    4.0117E-06    148.22E-06    56.881E-06   
 0.09379    4.152E-06     147.72E-06    57.142E-06   
 0.0938     4.2948E-06    147.22E-06    57.402E-06   
 0.09381    4.4399E-06    146.72E-06    57.663E-06   
 0.09382    4.5874E-06    146.22E-06    57.924E-06   
 0.09383    4.7373E-06    145.72E-06    58.185E-06   
 0.09384    4.8896E-06    145.22E-06    58.447E-06   
 0.09385    5.0442E-06    144.72E-06    58.708E-06   
 0.09386    5.2012E-06    144.22E-06    58.969E-06   
 0.09387    5.3606E-06    143.72E-06    59.231E-06   
 0.09388    5.5223E-06    143.21E-06    59.493E-06   
 0.09389    5.6864E-06    142.71E-06    59.755E-06   
 0.0939     5.8528E-06    142.21E-06    60.017E-06   
 0.09391    6.0217E-06    141.7E-06     60.279E-06   
 0.09392    6.1928E-06    141.2E-06     60.541E-06   
 0.09393    6.3663E-06    140.7E-06     60.803E-06   
 0.09394    6.5422E-06    140.2E-06     61.066E-06   
 0.09395    6.7204E-06    139.69E-06    61.328E-06   
 0.09396    6.9009E-06    139.19E-06    61.591E-06   
 0.09397    7.0838E-06    138.68E-06    61.853E-06   
 0.09398    7.269E-06     138.18E-06    62.116E-06   
 0.09399    7.4566E-06    137.68E-06    62.379E-06   
 0.094      7.6465E-06    137.17E-06    62.642E-06   
 0.09401    7.8387E-06    136.67E-06    62.904E-06   
 0.09402    8.0332E-06    136.16E-06    63.167E-06   
 0.09403    8.2301E-06    135.66E-06    63.431E-06   
 0.09404    8.4293E-06    135.15E-06    63.694E-06   
 0.09405    8.6308E-06    134.65E-06    63.957E-06   
 0.09406    8.8346E-06    134.14E-06    64.22E-06    
 0.09407    9.0407E-06    133.64E-06    64.483E-06   
 0.09408    9.2491E-06    133.13E-06    64.747E-06   
 0.09409    9.4599E-06    132.63E-06    65.01E-06    
 0.0941     9.6729E-06    132.12E-06    65.273E-06   
 0.09411    9.8883E-06    131.62E-06    65.537E-06   
 0.09412    10.106E-06    131.11E-06    65.8E-06     
 0.09413    10.326E-06    130.61E-06    66.063E-06   
 0.09414    10.548E-06    130.1E-06     66.327E-06   
 0.09415    10.772E-06    129.6E-06     66.59E-06    
 0.09416    10.999E-06    129.09E-06    66.854E-06   
 0.09417    11.228E-06    128.59E-06    67.117E-06   
 0.09418    11.46E-06     128.08E-06    67.381E-06   
 0.09419    11.693E-06    127.58E-06    67.644E-06   
 0.0942     11.929E-06    127.07E-06    67.908E-06   
 0.09421    12.167E-06    126.57E-06    68.171E-06   
 0.09422    12.408E-06    126.06E-06    68.434E-06   
 0.09423    12.65E-06     125.55E-06    68.698E-06   
 0.09424    12.895E-06    125.05E-06    68.961E-06   
 0.09425    13.142E-06    124.54E-06    69.224E-06   
 0.09426    13.392E-06    124.04E-06    69.488E-06   
 0.09427    13.643E-06    123.53E-06    69.751E-06   
 0.09428    13.897E-06    123.03E-06    70.014E-06   
 0.09429    14.153E-06    122.53E-06    70.277E-06   
 0.0943     14.411E-06    122.02E-06    70.54E-06    
 0.09431    14.672E-06    121.52E-06    70.804E-06   
 0.09432    14.935E-06    121.01E-06    71.067E-06   
 0.09433    15.2E-06      120.51E-06    71.329E-06   
 0.09434    15.467E-06    120.E-06      71.592E-06   
 0.09435    15.736E-06    119.5E-06     71.855E-06   
 0.09436    16.008E-06    119.E-06      72.118E-06   
 0.09437    16.282E-06    118.49E-06    72.381E-06   
 0.09438    16.558E-06    117.99E-06    72.643E-06   
 0.09439    16.836E-06    117.49E-06    72.906E-06   
 0.0944     17.116E-06    116.98E-06    73.168E-06   
 0.09441    17.399E-06    116.48E-06    73.43E-06    
 0.09442    17.684E-06    115.98E-06    73.692E-06   
 0.09443    17.97E-06     115.47E-06    73.955E-06   
 0.09444    18.26E-06     114.97E-06    74.216E-06   
 0.09445    18.551E-06    114.47E-06    74.478E-06   
 0.09446    18.844E-06    113.97E-06    74.74E-06    
 0.09447    19.14E-06     113.47E-06    75.002E-06   
 0.09448    19.437E-06    112.96E-06    75.263E-06   
 0.09449    19.737E-06    112.46E-06    75.525E-06   
 0.0945     20.039E-06    111.96E-06    75.786E-06   
 0.09451    20.343E-06    111.46E-06    76.047E-06   
 0.09452    20.65E-06     110.96E-06    76.308E-06   
 0.09453    20.958E-06    110.46E-06    76.569E-06   
 0.09454    21.269E-06    109.96E-06    76.829E-06   
 0.09455    21.581E-06    109.46E-06    77.09E-06    
 0.09456    21.896E-06    108.96E-06    77.35E-06    
 0.09457    22.213E-06    108.46E-06    77.611E-06   
 0.09458    22.532E-06    107.97E-06    77.871E-06   
 0.09459    22.853E-06    107.47E-06    78.131E-06   
 0.0946     23.176E-06    106.97E-06    78.39E-06    
 0.09461    23.501E-06    106.47E-06    78.65E-06    
 0.09462    23.829E-06    105.97E-06    78.909E-06   
 0.09463    24.158E-06    105.48E-06    79.168E-06   
 0.09464    24.49E-06     104.98E-06    79.427E-06   
 0.09465    24.823E-06    104.48E-06    79.686E-06   
 0.09466    25.159E-06    103.99E-06    79.945E-06   
 0.09467    25.497E-06    103.49E-06    80.203E-06   
 0.09468    25.836E-06    103.E-06      80.461E-06   
 0.09469    26.178E-06    102.5E-06     80.719E-06   
 0.0947     26.522E-06    102.01E-06    80.977E-06   
 0.09471    26.868E-06    101.52E-06    81.235E-06   
 0.09472    27.216E-06    101.02E-06    81.492E-06   
 0.09473    27.566E-06    100.53E-06    81.749E-06   
 0.09474    27.918E-06    100.04E-06    82.006E-06   
 0.09475    28.271E-06    99.545E-06    82.263E-06   
 0.09476    28.627E-06    99.054E-06    82.519E-06   
 0.09477    28.985E-06    98.562E-06    82.775E-06   
 0.09478    29.345E-06    98.072E-06    83.031E-06   
 0.09479    29.707E-06    97.582E-06    83.287E-06   
 0.0948     30.071E-06    97.092E-06    83.542E-06   
 0.09481    30.437E-06    96.603E-06    83.798E-06   
 0.09482    30.805E-06    96.114E-06    84.052E-06   
 0.09483    31.175E-06    95.626E-06    84.307E-06   
 0.09484    31.547E-06    95.138E-06    84.562E-06   
 0.09485    31.921E-06    94.651E-06    84.816E-06   
 0.09486    32.297E-06    94.164E-06    85.07E-06    
 0.09487    32.674E-06    93.678E-06    85.323E-06   
 0.09488    33.054E-06    93.193E-06    85.576E-06   
 0.09489    33.436E-06    92.708E-06    85.829E-06   
 0.0949     33.819E-06    92.223E-06    86.082E-06   
 0.09491    34.205E-06    91.74E-06     86.335E-06   
 0.09492    34.592E-06    91.256E-06    86.587E-06   
 0.09493    34.981E-06    90.774E-06    86.838E-06   
 0.09494    35.372E-06    90.291E-06    87.09E-06    
 0.09495    35.766E-06    89.81E-06     87.341E-06   
 0.09496    36.161E-06    89.329E-06    87.592E-06   
 0.09497    36.557E-06    88.849E-06    87.843E-06   
 0.09498    36.956E-06    88.369E-06    88.093E-06   
 0.09499    37.357E-06    87.89E-06     88.343E-06   
 0.095      37.759E-06    87.412E-06    88.592E-06   
 0.09501    38.164E-06    86.934E-06    88.842E-06   
 0.09502    38.57E-06     86.457E-06    89.091E-06   
 0.09503    38.978E-06    85.98E-06     89.339E-06   
 0.09504    39.388E-06    85.504E-06    89.587E-06   
 0.09505    39.8E-06      85.029E-06    89.835E-06   
 0.09506    40.213E-06    84.555E-06    90.083E-06   
 0.09507    40.629E-06    84.081E-06    90.33E-06    
 0.09508    41.046E-06    83.608E-06    90.577E-06   
 0.09509    41.465E-06    83.135E-06    90.823E-06   
 0.0951     41.886E-06    82.664E-06    91.069E-06   
 0.09511    42.309E-06    82.193E-06    91.315E-06   
 0.09512    42.733E-06    81.722E-06    91.561E-06   
 0.09513    43.159E-06    81.253E-06    91.806E-06   
 0.09514    43.587E-06    80.784E-06    92.05E-06    
 0.09515    44.017E-06    80.316E-06    92.294E-06   
 0.09516    44.449E-06    79.849E-06    92.538E-06   
 0.09517    44.882E-06    79.382E-06    92.782E-06   
 0.09518    45.317E-06    78.916E-06    93.025E-06   
 0.09519    45.754E-06    78.451E-06    93.267E-06   
 0.0952     46.193E-06    77.987E-06    93.509E-06   
 0.09521    46.633E-06    77.523E-06    93.751E-06   
 0.09522    47.075E-06    77.061E-06    93.993E-06   
 0.09523    47.519E-06    76.599E-06    94.234E-06   
 0.09524    47.964E-06    76.138E-06    94.474E-06   
 0.09525    48.411E-06    75.678E-06    94.714E-06   
 0.09526    48.86E-06     75.218E-06    94.954E-06   
 0.09527    49.311E-06    74.76E-06     95.193E-06   
 0.09528    49.763E-06    74.302E-06    95.432E-06   
 0.09529    50.217E-06    73.845E-06    95.671E-06   
 0.0953     50.673E-06    73.389E-06    95.908E-06   
 0.09531    51.13E-06     72.934E-06    96.146E-06   
 0.09532    51.589E-06    72.479E-06    96.383E-06   
 0.09533    52.049E-06    72.026E-06    96.62E-06    
 0.09534    52.512E-06    71.573E-06    96.856E-06   
 0.09535    52.975E-06    71.121E-06    97.092E-06   
 0.09536    53.441E-06    70.67E-06     97.327E-06   
 0.09537    53.908E-06    70.22E-06     97.562E-06   
 0.09538    54.377E-06    69.771E-06    97.796E-06   
 0.09539    54.847E-06    69.323E-06    98.03E-06    
 0.0954     55.319E-06    68.876E-06    98.263E-06   
 0.09541    55.792E-06    68.43E-06     98.496E-06   
 0.09542    56.268E-06    67.984E-06    98.728E-06   
 0.09543    56.744E-06    67.54E-06     98.96E-06    
 0.09544    57.223E-06    67.096E-06    99.191E-06   
 0.09545    57.702E-06    66.654E-06    99.422E-06   
 0.09546    58.184E-06    66.212E-06    99.653E-06   
 0.09547    58.667E-06    65.772E-06    99.883E-06   
 0.09548    59.151E-06    65.332E-06    100.11E-06   
 0.09549    59.637E-06    64.893E-06    100.34E-06   
 0.0955     60.125E-06    64.456E-06    100.57E-06   
 0.09551    60.614E-06    64.019E-06    100.8E-06    
 0.09552    61.104E-06    63.583E-06    101.02E-06   
 0.09553    61.596E-06    63.148E-06    101.25E-06   
 0.09554    62.09E-06     62.715E-06    101.48E-06   
 0.09555    62.585E-06    62.282E-06    101.7E-06    
 0.09556    63.081E-06    61.85E-06     101.93E-06   
 0.09557    63.579E-06    61.42E-06     102.15E-06   
 0.09558    64.079E-06    60.99E-06     102.38E-06   
 0.09559    64.58E-06     60.562E-06    102.6E-06    
 0.0956     65.082E-06    60.134E-06    102.82E-06   
 0.09561    65.586E-06    59.708E-06    103.05E-06   
 0.09562    66.091E-06    59.282E-06    103.27E-06   
 0.09563    66.598E-06    58.858E-06    103.49E-06   
 0.09564    67.106E-06    58.435E-06    103.71E-06   
 0.09565    67.615E-06    58.013E-06    103.93E-06   
 0.09566    68.126E-06    57.592E-06    104.15E-06   
 0.09567    68.638E-06    57.172E-06    104.37E-06   
 0.09568    69.152E-06    56.753E-06    104.59E-06   
 0.09569    69.667E-06    56.335E-06    104.81E-06   
 0.0957     70.184E-06    55.919E-06    105.02E-06   
 0.09571    70.701E-06    55.503E-06    105.24E-06   
 0.09572    71.22E-06     55.089E-06    105.46E-06   
 0.09573    71.741E-06    54.676E-06    105.67E-06   
 0.09574    72.263E-06    54.264E-06    105.89E-06   
 0.09575    72.786E-06    53.853E-06    106.1E-06    
 0.09576    73.31E-06     53.443E-06    106.31E-06   
 0.09577    73.836E-06    53.034E-06    106.53E-06   
 0.09578    74.363E-06    52.627E-06    106.74E-06   
 0.09579    74.892E-06    52.22E-06     106.95E-06   
 0.0958     75.421E-06    51.815E-06    107.16E-06   
 0.09581    75.952E-06    51.411E-06    107.37E-06   
 0.09582    76.484E-06    51.009E-06    107.58E-06   
 0.09583    77.018E-06    50.607E-06    107.79E-06   
 0.09584    77.553E-06    50.207E-06    108.E-06     
 0.09585    78.089E-06    49.808E-06    108.21E-06   
 0.09586    78.626E-06    49.41E-06     108.42E-06   
 0.09587    79.164E-06    49.013E-06    108.63E-06   
 0.09588    79.704E-06    48.618E-06    108.83E-06   
 0.09589    80.245E-06    48.223E-06    109.04E-06   
 0.0959     80.787E-06    47.83E-06     109.24E-06   
 0.09591    81.33E-06     47.439E-06    109.45E-06   
 0.09592    81.875E-06    47.048E-06    109.65E-06   
 0.09593    82.421E-06    46.659E-06    109.85E-06   
 0.09594    82.967E-06    46.271E-06    110.06E-06   
 0.09595    83.515E-06    45.884E-06    110.26E-06   
 0.09596    84.065E-06    45.499E-06    110.46E-06   
 0.09597    84.615E-06    45.115E-06    110.66E-06   
 0.09598    85.166E-06    44.732E-06    110.86E-06   
 0.09599    85.719E-06    44.35E-06     111.06E-06   
 0.096      86.273E-06    43.97E-06     111.26E-06   
 0.09601    86.828E-06    43.591E-06    111.45E-06   
 0.09602    87.383E-06    43.213E-06    111.65E-06   
 0.09603    87.94E-06     42.837E-06    111.85E-06   
 0.09604    88.499E-06    42.462E-06    112.04E-06   
 0.09605    89.058E-06    42.088E-06    112.24E-06   
 0.09606    89.618E-06    41.716E-06    112.43E-06   
 0.09607    90.179E-06    41.345E-06    112.63E-06   
 0.09608    90.742E-06    40.975E-06    112.82E-06   
 0.09609    91.305E-06    40.607E-06    113.01E-06   
 0.0961     91.87E-06     40.24E-06     113.2E-06    
 0.09611    92.435E-06    39.874E-06    113.39E-06   
 0.09612    93.002E-06    39.51E-06     113.58E-06   
 0.09613    93.569E-06    39.147E-06    113.77E-06   
 0.09614    94.138E-06    38.786E-06    113.96E-06   
 0.09615    94.707E-06    38.426E-06    114.15E-06   
 0.09616    95.278E-06    38.067E-06    114.34E-06   
 0.09617    95.849E-06    37.709E-06    114.52E-06   
 0.09618    96.421E-06    37.354E-06    114.71E-06   
 0.09619    96.995E-06    36.999E-06    114.89E-06   
 0.0962     97.569E-06    36.646E-06    115.08E-06   
 0.09621    98.144E-06    36.294E-06    115.26E-06   
 0.09622    98.721E-06    35.944E-06    115.44E-06   
 0.09623    99.298E-06    35.595E-06    115.62E-06   
 0.09624    99.876E-06    35.248E-06    115.81E-06   
 0.09625    100.45E-06    34.902E-06    115.99E-06   
 0.09626    101.03E-06    34.557E-06    116.17E-06   
 0.09627    101.62E-06    34.214E-06    116.34E-06   
 0.09628    102.2E-06     33.872E-06    116.52E-06   
 0.09629    102.78E-06    33.532E-06    116.7E-06    
 0.0963     103.36E-06    33.194E-06    116.88E-06   
 0.09631    103.95E-06    32.856E-06    117.05E-06   
 0.09632    104.53E-06    32.521E-06    117.23E-06   
 0.09633    105.12E-06    32.186E-06    117.4E-06    
 0.09634    105.7E-06     31.853E-06    117.58E-06   
 0.09635    106.29E-06    31.522E-06    117.75E-06   
 0.09636    106.88E-06    31.192E-06    117.92E-06   
 0.09637    107.47E-06    30.864E-06    118.09E-06   
 0.09638    108.06E-06    30.537E-06    118.26E-06   
 0.09639    108.65E-06    30.212E-06    118.43E-06   
 0.0964     109.24E-06    29.888E-06    118.6E-06    
 0.09641    109.83E-06    29.566E-06    118.77E-06   
 0.09642    110.43E-06    29.245E-06    118.94E-06   
 0.09643    111.02E-06    28.926E-06    119.1E-06    
 0.09644    111.61E-06    28.608E-06    119.27E-06   
 0.09645    112.21E-06    28.292E-06    119.43E-06   
 0.09646    112.8E-06     27.977E-06    119.6E-06    
 0.09647    113.4E-06     27.664E-06    119.76E-06   
 0.09648    114.E-06      27.353E-06    119.92E-06   
 0.09649    114.6E-06     27.043E-06    120.08E-06   
 0.0965     115.19E-06    26.734E-06    120.24E-06   
 0.09651    115.79E-06    26.428E-06    120.4E-06    
 0.09652    116.39E-06    26.122E-06    120.56E-06   
 0.09653    116.99E-06    25.819E-06    120.72E-06   
 0.09654    117.59E-06    25.517E-06    120.88E-06   
 0.09655    118.2E-06     25.216E-06    121.04E-06   
 0.09656    118.8E-06     24.917E-06    121.19E-06   
 0.09657    119.4E-06     24.62E-06     121.35E-06   
 0.09658    120.01E-06    24.324E-06    121.5E-06    
 0.09659    120.61E-06    24.03E-06     121.65E-06   
 0.0966     121.21E-06    23.738E-06    121.81E-06   
 0.09661    121.82E-06    23.447E-06    121.96E-06   
 0.09662    122.43E-06    23.157E-06    122.11E-06   
 0.09663    123.03E-06    22.87E-06     122.26E-06   
 0.09664    123.64E-06    22.584E-06    122.41E-06   
 0.09665    124.25E-06    22.299E-06    122.56E-06   
 0.09666    124.85E-06    22.016E-06    122.7E-06    
 0.09667    125.46E-06    21.735E-06    122.85E-06   
 0.09668    126.07E-06    21.456E-06    122.99E-06   
 0.09669    126.68E-06    21.178E-06    123.14E-06   
 0.0967     127.29E-06    20.902E-06    123.28E-06   
 0.09671    127.9E-06     20.627E-06    123.43E-06   
 0.09672    128.51E-06    20.354E-06    123.57E-06   
 0.09673    129.12E-06    20.083E-06    123.71E-06   
 0.09674    129.74E-06    19.814E-06    123.85E-06   
 0.09675    130.35E-06    19.546E-06    123.99E-06   
 0.09676    130.96E-06    19.28E-06     124.13E-06   
 0.09677    131.57E-06    19.015E-06    124.27E-06   
 0.09678    132.19E-06    18.752E-06    124.4E-06    
 0.09679    132.8E-06     18.491E-06    124.54E-06   
 0.0968     133.42E-06    18.232E-06    124.67E-06   
 0.09681    134.03E-06    17.974E-06    124.81E-06   
 0.09682    134.65E-06    17.718E-06    124.94E-06   
 0.09683    135.26E-06    17.464E-06    125.07E-06   
 0.09684    135.88E-06    17.211E-06    125.21E-06   
 0.09685    136.49E-06    16.96E-06     125.34E-06   
 0.09686    137.11E-06    16.711E-06    125.47E-06   
 0.09687    137.73E-06    16.463E-06    125.59E-06   
 0.09688    138.34E-06    16.218E-06    125.72E-06   
 0.09689    138.96E-06    15.973E-06    125.85E-06   
 0.0969     139.58E-06    15.731E-06    125.98E-06   
 0.09691    140.2E-06     15.491E-06    126.1E-06    
 0.09692    140.82E-06    15.252E-06    126.23E-06   
 0.09693    141.43E-06    15.015E-06    126.35E-06   
 0.09694    142.05E-06    14.779E-06    126.47E-06   
 0.09695    142.67E-06    14.546E-06    126.59E-06   
 0.09696    143.29E-06    14.314E-06    126.71E-06   
 0.09697    143.91E-06    14.084E-06    126.83E-06   
 0.09698    144.53E-06    13.855E-06    126.95E-06   
 0.09699    145.15E-06    13.629E-06    127.07E-06   
 0.097      145.77E-06    13.404E-06    127.19E-06   
 0.09701    146.39E-06    13.181E-06    127.3E-06    
 0.09702    147.01E-06    12.96E-06     127.42E-06   
 0.09703    147.63E-06    12.74E-06     127.53E-06   
 0.09704    148.25E-06    12.523E-06    127.65E-06   
 0.09705    148.87E-06    12.307E-06    127.76E-06   
 0.09706    149.5E-06     12.093E-06    127.87E-06   
 0.09707    150.12E-06    11.88E-06     127.98E-06   
 0.09708    150.74E-06    11.67E-06     128.09E-06   
 0.09709    151.36E-06    11.461E-06    128.2E-06    
 0.0971     151.98E-06    11.254E-06    128.31E-06   
 0.09711    152.6E-06     11.049E-06    128.41E-06   
 0.09712    153.23E-06    10.845E-06    128.52E-06   
 0.09713    153.85E-06    10.644E-06    128.62E-06   
 0.09714    154.47E-06    10.444E-06    128.73E-06   
 0.09715    155.09E-06    10.246E-06    128.83E-06   
