#Time       P(R1)      P(R2)      P(R3)     
 0.08882    181.6E-06     241.35E-06    9.3202E-06   
 0.08883    180.99E-06    241.6E-06     9.1861E-06   
 0.08884    180.38E-06    241.84E-06    9.0529E-06   
 0.08885    179.77E-06    242.09E-06    8.9205E-06   
 0.08886    179.16E-06    242.33E-06    8.7891E-06   
 0.08887    178.55E-06    242.58E-06    8.6586E-06   
 0.08888    177.94E-06    242.82E-06    8.529E-06    
 0.08889    177.32E-06    243.06E-06    8.4003E-06   
 0.0889     176.71E-06    243.29E-06    8.2725E-06   
 0.08891    176.1E-06     243.53E-06    8.1457E-06   
 0.08892    175.49E-06    243.76E-06    8.0197E-06   
 0.08893    174.87E-06    243.99E-06    7.8947E-06   
 0.08894    174.26E-06    244.23E-06    7.7706E-06   
 0.08895    173.65E-06    244.45E-06    7.6475E-06   
 0.08896    173.03E-06    244.68E-06    7.5252E-06   
 0.08897    172.42E-06    244.91E-06    7.4039E-06   
 0.08898    171.8E-06     245.13E-06    7.2836E-06   
 0.08899    171.19E-06    245.35E-06    7.1641E-06   
 0.089      170.57E-06    245.57E-06    7.0456E-06   
 0.08901    169.96E-06    245.79E-06    6.928E-06    
 0.08902    169.34E-06    246.E-06      6.8114E-06   
 0.08903    168.72E-06    246.22E-06    6.6957E-06   
 0.08904    168.11E-06    246.43E-06    6.581E-06    
 0.08905    167.49E-06    246.64E-06    6.4671E-06   
 0.08906    166.88E-06    246.85E-06    6.3543E-06   
 0.08907    166.26E-06    247.06E-06    6.2424E-06   
 0.08908    165.64E-06    247.26E-06    6.1314E-06   
 0.08909    165.03E-06    247.47E-06    6.0214E-06   
 0.0891     164.41E-06    247.67E-06    5.9123E-06   
 0.08911    163.79E-06    247.87E-06    5.8042E-06   
 0.08912    163.17E-06    248.06E-06    5.697E-06    
 0.08913    162.56E-06    248.26E-06    5.5908E-06   
 0.08914    161.94E-06    248.46E-06    5.4856E-06   
 0.08915    161.32E-06    248.65E-06    5.3813E-06   
 0.08916    160.7E-06     248.84E-06    5.278E-06    
 0.08917    160.09E-06    249.03E-06    5.1756E-06   
 0.08918    159.47E-06    249.21E-06    5.0742E-06   
 0.08919    158.85E-06    249.4E-06     4.9738E-06   
 0.0892     158.23E-06    249.58E-06    4.8743E-06   
 0.08921    157.62E-06    249.76E-06    4.7758E-06   
 0.08922    157.E-06      249.94E-06    4.6783E-06   
 0.08923    156.38E-06    250.12E-06    4.5817E-06   
 0.08924    155.76E-06    250.3E-06     4.4861E-06   
 0.08925    155.14E-06    250.47E-06    4.3915E-06   
 0.08926    154.53E-06    250.64E-06    4.2979E-06   
 0.08927    153.91E-06    250.81E-06    4.2052E-06   
 0.08928    153.29E-06    250.98E-06    4.1136E-06   
 0.08929    152.67E-06    251.15E-06    4.0229E-06   
 0.0893     152.06E-06    251.31E-06    3.9331E-06   
 0.08931    151.44E-06    251.48E-06    3.8444E-06   
 0.08932    150.82E-06    251.64E-06    3.7567E-06   
 0.08933    150.2E-06     251.8E-06     3.6699E-06   
 0.08934    149.59E-06    251.96E-06    3.5841E-06   
 0.08935    148.97E-06    252.11E-06    3.4993E-06   
 0.08936    148.35E-06    252.26E-06    3.4156E-06   
 0.08937    147.74E-06    252.42E-06    3.3327E-06   
 0.08938    147.12E-06    252.57E-06    3.2509E-06   
 0.08939    146.5E-06     252.71E-06    3.1701E-06   
 0.0894     145.89E-06    252.86E-06    3.0903E-06   
 0.08941    145.27E-06    253.E-06      3.0115E-06   
 0.08942    144.65E-06    253.15E-06    2.9336E-06   
 0.08943    144.04E-06    253.29E-06    2.8568E-06   
 0.08944    143.42E-06    253.43E-06    2.7809E-06   
 0.08945    142.81E-06    253.56E-06    2.7061E-06   
 0.08946    142.19E-06    253.7E-06     2.6323E-06   
 0.08947    141.58E-06    253.83E-06    2.5594E-06   
 0.08948    140.96E-06    253.96E-06    2.4876E-06   
 0.08949    140.35E-06    254.09E-06    2.4168E-06   
 0.0895     139.73E-06    254.22E-06    2.3469E-06   
 0.08951    139.12E-06    254.34E-06    2.2781E-06   
 0.08952    138.5E-06     254.46E-06    2.2103E-06   
 0.08953    137.89E-06    254.59E-06    2.1435E-06   
 0.08954    137.28E-06    254.7E-06     2.0777E-06   
 0.08955    136.66E-06    254.82E-06    2.013E-06    
 0.08956    136.05E-06    254.94E-06    1.9492E-06   
 0.08957    135.44E-06    255.05E-06    1.8864E-06   
 0.08958    134.83E-06    255.16E-06    1.8247E-06   
 0.08959    134.22E-06    255.27E-06    1.764E-06    
 0.0896     133.6E-06     255.38E-06    1.7042E-06   
 0.08961    132.99E-06    255.49E-06    1.6455E-06   
 0.08962    132.38E-06    255.59E-06    1.5879E-06   
 0.08963    131.77E-06    255.69E-06    1.5312E-06   
 0.08964    131.16E-06    255.79E-06    1.4756E-06   
 0.08965    130.55E-06    255.89E-06    1.4209E-06   
 0.08966    129.94E-06    255.99E-06    1.3673E-06   
 0.08967    129.34E-06    256.08E-06    1.3148E-06   
 0.08968    128.73E-06    256.17E-06    1.2632E-06   
 0.08969    128.12E-06    256.26E-06    1.2126E-06   
 0.0897     127.51E-06    256.35E-06    1.1631E-06   
 0.08971    126.91E-06    256.44E-06    1.1146E-06   
 0.08972    126.3E-06     256.52E-06    1.0672E-06   
 0.08973    125.69E-06    256.61E-06    1.0207E-06   
 0.08974    125.09E-06    256.69E-06    975.31E-09   
 0.08975    124.48E-06    256.76E-06    930.93E-09   
 0.08976    123.88E-06    256.84E-06    887.56E-09   
 0.08977    123.27E-06    256.92E-06    845.23E-09   
 0.08978    122.67E-06    256.99E-06    803.92E-09   
 0.08979    122.07E-06    257.06E-06    763.65E-09   
 0.0898     121.47E-06    257.13E-06    724.4E-09    
 0.08981    120.86E-06    257.2E-06     686.18E-09   
 0.08982    120.26E-06    257.26E-06    649.E-09     
 0.08983    119.66E-06    257.32E-06    612.84E-09   
 0.08984    119.06E-06    257.38E-06    577.72E-09   
 0.08985    118.46E-06    257.44E-06    543.63E-09   
 0.08986    117.86E-06    257.5E-06     510.57E-09   
 0.08987    117.26E-06    257.56E-06    478.55E-09   
 0.08988    116.67E-06    257.61E-06    447.56E-09   
 0.08989    116.07E-06    257.66E-06    417.61E-09   
 0.0899     115.47E-06    257.71E-06    388.69E-09   
 0.08991    114.88E-06    257.76E-06    360.8E-09    
 0.08992    114.28E-06    257.8E-06     333.95E-09   
 0.08993    113.69E-06    257.85E-06    308.14E-09   
 0.08994    113.09E-06    257.89E-06    283.36E-09   
 0.08995    112.5E-06     257.93E-06    259.62E-09   
 0.08996    111.91E-06    257.96E-06    236.91E-09   
 0.08997    111.32E-06    258.E-06      215.25E-09   
 0.08998    110.72E-06    258.03E-06    194.62E-09   
 0.08999    110.13E-06    258.06E-06    175.02E-09   
 0.09       109.54E-06    258.09E-06    156.47E-09   
 0.09001    108.96E-06    258.12E-06    138.95E-09   
 0.09002    108.37E-06    258.15E-06    122.48E-09   
 0.09003    107.78E-06    258.17E-06    107.04E-09   
 0.09004    107.19E-06    258.19E-06    92.641E-09   
 0.09005    106.61E-06    258.21E-06    79.281E-09   
 0.09006    106.02E-06    258.23E-06    66.96E-09    
 0.09007    105.44E-06    258.24E-06    55.679E-09   
 0.09008    104.85E-06    258.26E-06    45.438E-09   
 0.09009    104.27E-06    258.27E-06    36.236E-09   
 0.0901     103.69E-06    258.28E-06    28.074E-09   
 0.09011    103.11E-06    258.29E-06    20.952E-09   
 0.09012    102.53E-06    258.29E-06    14.87E-09    
 0.09013    101.95E-06    258.3E-06     9.8284E-09   
 0.09014    101.37E-06    258.3E-06     5.8268E-09   
 0.09015    100.79E-06    258.3E-06     2.8653E-09   
 0.09016    100.22E-06    258.3E-06     943.9E-12    
 0.09017    99.639E-06    258.29E-06    62.692E-12   
 0.09018    99.064E-06    258.29E-06    221.62E-12   
 0.09019    98.49E-06     258.28E-06    1.4206E-09   
 0.0902     97.917E-06    258.27E-06    3.6597E-09   
 0.09021    97.344E-06    258.26E-06    6.9388E-09   
 0.09022    96.773E-06    258.24E-06    11.258E-09   
 0.09023    96.202E-06    258.23E-06    16.616E-09   
 0.09024    95.632E-06    258.21E-06    23.015E-09   
 0.09025    95.064E-06    258.19E-06    30.453E-09   
 0.09026    94.496E-06    258.17E-06    38.93E-09    
 0.09027    93.929E-06    258.14E-06    48.447E-09   
 0.09028    93.363E-06    258.12E-06    59.002E-09   
 0.09029    92.799E-06    258.09E-06    70.597E-09   
 0.0903     92.235E-06    258.06E-06    83.23E-09    
 0.09031    91.672E-06    258.03E-06    96.901E-09   
 0.09032    91.11E-06     258.E-06      111.61E-09   
 0.09033    90.549E-06    257.96E-06    127.36E-09   
 0.09034    89.99E-06     257.92E-06    144.14E-09   
 0.09035    89.431E-06    257.88E-06    161.97E-09   
 0.09036    88.873E-06    257.84E-06    180.83E-09   
 0.09037    88.317E-06    257.8E-06     200.72E-09   
 0.09038    87.761E-06    257.75E-06    221.65E-09   
 0.09039    87.206E-06    257.7E-06     243.62E-09   
 0.0904     86.653E-06    257.65E-06    266.63E-09   
 0.09041    86.101E-06    257.6E-06     290.67E-09   
 0.09042    85.549E-06    257.55E-06    315.74E-09   
 0.09043    84.999E-06    257.49E-06    341.85E-09   
 0.09044    84.45E-06     257.44E-06    368.99E-09   
 0.09045    83.902E-06    257.38E-06    397.17E-09   
 0.09046    83.356E-06    257.32E-06    426.38E-09   
 0.09047    82.81E-06     257.25E-06    456.62E-09   
 0.09048    82.266E-06    257.19E-06    487.89E-09   
 0.09049    81.722E-06    257.12E-06    520.2E-09    
 0.0905     81.18E-06     257.05E-06    553.54E-09   
 0.09051    80.639E-06    256.98E-06    587.9E-09    
 0.09052    80.099E-06    256.91E-06    623.3E-09    
 0.09053    79.561E-06    256.83E-06    659.73E-09   
 0.09054    79.023E-06    256.76E-06    697.18E-09   
 0.09055    78.487E-06    256.68E-06    735.67E-09   
 0.09056    77.952E-06    256.6E-06     775.18E-09   
 0.09057    77.418E-06    256.51E-06    815.71E-09   
 0.09058    76.886E-06    256.43E-06    857.28E-09   
 0.09059    76.354E-06    256.34E-06    899.87E-09   
 0.0906     75.824E-06    256.25E-06    943.48E-09   
 0.09061    75.296E-06    256.16E-06    988.12E-09   
 0.09062    74.768E-06    256.07E-06    1.0338E-06   
 0.09063    74.242E-06    255.98E-06    1.0805E-06   
 0.09064    73.717E-06    255.88E-06    1.1282E-06   
 0.09065    73.193E-06    255.78E-06    1.1769E-06   
 0.09066    72.671E-06    255.68E-06    1.2267E-06   
 0.09067    72.15E-06     255.58E-06    1.2774E-06   
 0.09068    71.63E-06     255.48E-06    1.3292E-06   
 0.09069    71.111E-06    255.37E-06    1.382E-06    
 0.0907     70.594E-06    255.26E-06    1.4358E-06   
 0.09071    70.079E-06    255.15E-06    1.4907E-06   
 0.09072    69.564E-06    255.04E-06    1.5465E-06   
 0.09073    69.051E-06    254.93E-06    1.6034E-06   
 0.09074    68.539E-06    254.81E-06    1.6613E-06   
 0.09075    68.029E-06    254.69E-06    1.7202E-06   
 0.09076    67.52E-06     254.57E-06    1.7801E-06   
 0.09077    67.012E-06    254.45E-06    1.841E-06    
 0.09078    66.506E-06    254.33E-06    1.9029E-06   
 0.09079    66.001E-06    254.2E-06     1.9659E-06   
 0.0908     65.498E-06    254.08E-06    2.0298E-06   
 0.09081    64.996E-06    253.95E-06    2.0947E-06   
 0.09082    64.496E-06    253.82E-06    2.1607E-06   
 0.09083    63.996E-06    253.68E-06    2.2277E-06   
 0.09084    63.499E-06    253.55E-06    2.2956E-06   
 0.09085    63.003E-06    253.41E-06    2.3646E-06   
 0.09086    62.508E-06    253.27E-06    2.4346E-06   
 0.09087    62.015E-06    253.13E-06    2.5055E-06   
 0.09088    61.523E-06    252.99E-06    2.5775E-06   
 0.09089    61.032E-06    252.84E-06    2.6505E-06   
 0.0909     60.544E-06    252.7E-06     2.7244E-06   
 0.09091    60.056E-06    252.55E-06    2.7994E-06   
 0.09092    59.57E-06     252.4E-06     2.8753E-06   
 0.09093    59.086E-06    252.25E-06    2.9523E-06   
 0.09094    58.603E-06    252.09E-06    3.0302E-06   
 0.09095    58.122E-06    251.94E-06    3.1092E-06   
 0.09096    57.642E-06    251.78E-06    3.1891E-06   
 0.09097    57.164E-06    251.62E-06    3.27E-06     
 0.09098    56.687E-06    251.46E-06    3.3519E-06   
 0.09099    56.212E-06    251.3E-06     3.4348E-06   
 0.091      55.738E-06    251.13E-06    3.5186E-06   
 0.09101    55.266E-06    250.97E-06    3.6035E-06   
 0.09102    54.796E-06    250.8E-06     3.6893E-06   
 0.09103    54.327E-06    250.63E-06    3.7761E-06   
 0.09104    53.86E-06     250.45E-06    3.8639E-06   
 0.09105    53.394E-06    250.28E-06    3.9527E-06   
 0.09106    52.93E-06     250.1E-06     4.0424E-06   
 0.09107    52.468E-06    249.92E-06    4.1332E-06   
 0.09108    52.007E-06    249.74E-06    4.2249E-06   
 0.09109    51.548E-06    249.56E-06    4.3175E-06   
 0.0911     51.09E-06     249.38E-06    4.4112E-06   
 0.09111    50.634E-06    249.19E-06    4.5058E-06   
 0.09112    50.18E-06     249.01E-06    4.6013E-06   
 0.09113    49.727E-06    248.82E-06    4.6979E-06   
 0.09114    49.276E-06    248.63E-06    4.7954E-06   
 0.09115    48.827E-06    248.43E-06    4.8939E-06   
 0.09116    48.38E-06     248.24E-06    4.9933E-06   
 0.09117    47.934E-06    248.04E-06    5.0937E-06   
 0.09118    47.49E-06     247.84E-06    5.195E-06    
 0.09119    47.047E-06    247.64E-06    5.2973E-06   
 0.0912     46.606E-06    247.44E-06    5.4006E-06   
 0.09121    46.167E-06    247.24E-06    5.5048E-06   
 0.09122    45.73E-06     247.03E-06    5.61E-06     
 0.09123    45.294E-06    246.83E-06    5.7161E-06   
 0.09124    44.86E-06     246.62E-06    5.8232E-06   
 0.09125    44.428E-06    246.41E-06    5.9312E-06   
 0.09126    43.998E-06    246.19E-06    6.0401E-06   
 0.09127    43.569E-06    245.98E-06    6.15E-06     
 0.09128    43.142E-06    245.76E-06    6.2609E-06   
 0.09129    42.717E-06    245.54E-06    6.3727E-06   
 0.0913     42.293E-06    245.32E-06    6.4854E-06   
 0.09131    41.872E-06    245.1E-06     6.5991E-06   
 0.09132    41.452E-06    244.88E-06    6.7136E-06   
 0.09133    41.034E-06    244.65E-06    6.8292E-06   
 0.09134    40.618E-06    244.43E-06    6.9456E-06   
 0.09135    40.203E-06    244.2E-06     7.063E-06    
 0.09136    39.791E-06    243.97E-06    7.1813E-06   
 0.09137    39.38E-06     243.73E-06    7.3006E-06   
 0.09138    38.971E-06    243.5E-06     7.4208E-06   
 0.09139    38.564E-06    243.26E-06    7.5418E-06   
 0.0914     38.158E-06    243.03E-06    7.6639E-06   
 0.09141    37.755E-06    242.79E-06    7.7868E-06   
 0.09142    37.353E-06    242.55E-06    7.9106E-06   
 0.09143    36.954E-06    242.3E-06     8.0354E-06   
 0.09144    36.556E-06    242.06E-06    8.1611E-06   
 0.09145    36.16E-06     241.81E-06    8.2876E-06   
 0.09146    35.766E-06    241.57E-06    8.4151E-06   
 0.09147    35.373E-06    241.32E-06    8.5435E-06   
 0.09148    34.983E-06    241.06E-06    8.6728E-06   
 0.09149    34.594E-06    240.81E-06    8.803E-06    
 0.0915     34.208E-06    240.56E-06    8.9341E-06   
 0.09151    33.823E-06    240.3E-06     9.0662E-06   
 0.09152    33.44E-06     240.04E-06    9.1991E-06   
 0.09153    33.06E-06     239.78E-06    9.3328E-06   
 0.09154    32.681E-06    239.52E-06    9.4675E-06   
 0.09155    32.304E-06    239.26E-06    9.6031E-06   
 0.09156    31.929E-06    238.99E-06    9.7396E-06   
 0.09157    31.556E-06    238.73E-06    9.8769E-06   
 0.09158    31.184E-06    238.46E-06    10.015E-06   
 0.09159    30.815E-06    238.19E-06    10.154E-06   
 0.0916     30.448E-06    237.92E-06    10.294E-06   
 0.09161    30.083E-06    237.64E-06    10.435E-06   
 0.09162    29.719E-06    237.37E-06    10.577E-06   
 0.09163    29.358E-06    237.09E-06    10.72E-06    
 0.09164    28.999E-06    236.81E-06    10.863E-06   
 0.09165    28.641E-06    236.53E-06    11.007E-06   
 0.09166    28.286E-06    236.25E-06    11.153E-06   
 0.09167    27.932E-06    235.97E-06    11.299E-06   
 0.09168    27.581E-06    235.68E-06    11.446E-06   
 0.09169    27.232E-06    235.4E-06     11.593E-06   
 0.0917     26.884E-06    235.11E-06    11.742E-06   
 0.09171    26.539E-06    234.82E-06    11.892E-06   
 0.09172    26.196E-06    234.53E-06    12.042E-06   
 0.09173    25.854E-06    234.23E-06    12.193E-06   
 0.09174    25.515E-06    233.94E-06    12.345E-06   
 0.09175    25.178E-06    233.64E-06    12.498E-06   
 0.09176    24.843E-06    233.35E-06    12.652E-06   
 0.09177    24.51E-06     233.05E-06    12.807E-06   
 0.09178    24.179E-06    232.75E-06    12.962E-06   
 0.09179    23.85E-06     232.44E-06    13.118E-06   
 0.0918     23.523E-06    232.14E-06    13.275E-06   
 0.09181    23.198E-06    231.83E-06    13.433E-06   
 0.09182    22.875E-06    231.53E-06    13.592E-06   
 0.09183    22.554E-06    231.22E-06    13.752E-06   
 0.09184    22.236E-06    230.91E-06    13.912E-06   
 0.09185    21.919E-06    230.59E-06    14.073E-06   
 0.09186    21.605E-06    230.28E-06    14.235E-06   
 0.09187    21.293E-06    229.97E-06    14.398E-06   
 0.09188    20.982E-06    229.65E-06    14.562E-06   
 0.09189    20.674E-06    229.33E-06    14.727E-06   
 0.0919     20.368E-06    229.01E-06    14.892E-06   
 0.09191    20.065E-06    228.69E-06    15.058E-06   
 0.09192    19.763E-06    228.37E-06    15.225E-06   
 0.09193    19.463E-06    228.04E-06    15.393E-06   
 0.09194    19.166E-06    227.72E-06    15.561E-06   
 0.09195    18.87E-06     227.39E-06    15.73E-06    
 0.09196    18.577E-06    227.06E-06    15.901E-06   
 0.09197    18.286E-06    226.73E-06    16.071E-06   
 0.09198    17.997E-06    226.4E-06     16.243E-06   
 0.09199    17.711E-06    226.07E-06    16.416E-06   
 0.092      17.426E-06    225.73E-06    16.589E-06   
 0.09201    17.144E-06    225.39E-06    16.763E-06   
 0.09202    16.864E-06    225.06E-06    16.938E-06   
 0.09203    16.586E-06    224.72E-06    17.113E-06   
 0.09204    16.31E-06     224.38E-06    17.29E-06    
 0.09205    16.036E-06    224.03E-06    17.467E-06   
 0.09206    15.765E-06    223.69E-06    17.645E-06   
 0.09207    15.495E-06    223.35E-06    17.823E-06   
 0.09208    15.228E-06    223.E-06      18.003E-06   
 0.09209    14.963E-06    222.65E-06    18.183E-06   
 0.0921     14.701E-06    222.3E-06     18.364E-06   
 0.09211    14.44E-06     221.95E-06    18.545E-06   
 0.09212    14.182E-06    221.6E-06     18.728E-06   
 0.09213    13.926E-06    221.25E-06    18.911E-06   
 0.09214    13.672E-06    220.89E-06    19.095E-06   
 0.09215    13.421E-06    220.53E-06    19.28E-06    
 0.09216    13.171E-06    220.18E-06    19.465E-06   
 0.09217    12.924E-06    219.82E-06    19.651E-06   
 0.09218    12.68E-06     219.46E-06    19.838E-06   
 0.09219    12.437E-06    219.09E-06    20.026E-06   
 0.0922     12.197E-06    218.73E-06    20.214E-06   
 0.09221    11.958E-06    218.37E-06    20.403E-06   
 0.09222    11.723E-06    218.E-06      20.593E-06   
 0.09223    11.489E-06    217.63E-06    20.783E-06   
 0.09224    11.258E-06    217.26E-06    20.974E-06   
 0.09225    11.029E-06    216.89E-06    21.166E-06   
 0.09226    10.802E-06    216.52E-06    21.359E-06   
 0.09227    10.577E-06    216.15E-06    21.552E-06   
 0.09228    10.355E-06    215.78E-06    21.746E-06   
 0.09229    10.135E-06    215.4E-06     21.941E-06   
 0.0923     9.9172E-06    215.02E-06    22.136E-06   
 0.09231    9.7018E-06    214.64E-06    22.332E-06   
 0.09232    9.4887E-06    214.27E-06    22.529E-06   
 0.09233    9.2779E-06    213.88E-06    22.727E-06   
 0.09234    9.0693E-06    213.5E-06     22.925E-06   
 0.09235    8.8631E-06    213.12E-06    23.124E-06   
 0.09236    8.6592E-06    212.73E-06    23.323E-06   
 0.09237    8.4575E-06    212.35E-06    23.523E-06   
 0.09238    8.2582E-06    211.96E-06    23.724E-06   
 0.09239    8.0612E-06    211.57E-06    23.926E-06   
 0.0924     7.8665E-06    211.18E-06    24.128E-06   
 0.09241    7.6742E-06    210.79E-06    24.331E-06   
 0.09242    7.4841E-06    210.4E-06     24.534E-06   
 0.09243    7.2964E-06    210.01E-06    24.739E-06   
 0.09244    7.111E-06     209.61E-06    24.943E-06   
 0.09245    6.9279E-06    209.22E-06    25.149E-06   
 0.09246    6.7472E-06    208.82E-06    25.355E-06   
 0.09247    6.5688E-06    208.42E-06    25.562E-06   
 0.09248    6.3927E-06    208.02E-06    25.769E-06   
 0.09249    6.219E-06     207.62E-06    25.977E-06   
 0.0925     6.0476E-06    207.22E-06    26.186E-06   
 0.09251    5.8786E-06    206.81E-06    26.395E-06   
 0.09252    5.7119E-06    206.41E-06    26.605E-06   
 0.09253    5.5476E-06    206.E-06      26.816E-06   
 0.09254    5.3856E-06    205.6E-06     27.027E-06   
 0.09255    5.226E-06     205.19E-06    27.239E-06   
 0.09256    5.0688E-06    204.78E-06    27.451E-06   
 0.09257    4.9139E-06    204.37E-06    27.664E-06   
 0.09258    4.7613E-06    203.96E-06    27.878E-06   
 0.09259    4.6112E-06    203.55E-06    28.092E-06   
 0.0926     4.4634E-06    203.13E-06    28.307E-06   
 0.09261    4.318E-06     202.72E-06    28.523E-06   
 0.09262    4.1749E-06    202.3E-06     28.739E-06   
 0.09263    4.0343E-06    201.89E-06    28.955E-06   
 0.09264    3.896E-06     201.47E-06    29.172E-06   
 0.09265    3.7601E-06    201.05E-06    29.39E-06    
 0.09266    3.6266E-06    200.63E-06    29.609E-06   
 0.09267    3.4954E-06    200.21E-06    29.828E-06   
 0.09268    3.3667E-06    199.78E-06    30.047E-06   
 0.09269    3.2403E-06    199.36E-06    30.267E-06   
 0.0927     3.1163E-06    198.94E-06    30.488E-06   
 0.09271    2.9948E-06    198.51E-06    30.709E-06   
 0.09272    2.8756E-06    198.08E-06    30.931E-06   
 0.09273    2.7588E-06    197.65E-06    31.153E-06   
 0.09274    2.6444E-06    197.23E-06    31.376E-06   
 0.09275    2.5324E-06    196.8E-06     31.6E-06     
 0.09276    2.4229E-06    196.36E-06    31.824E-06   
 0.09277    2.3157E-06    195.93E-06    32.048E-06   
 0.09278    2.2109E-06    195.5E-06     32.273E-06   
 0.09279    2.1086E-06    195.07E-06    32.499E-06   
 0.0928     2.0086E-06    194.63E-06    32.725E-06   
 0.09281    1.9111E-06    194.19E-06    32.952E-06   
 0.09282    1.8159E-06    193.76E-06    33.179E-06   
 0.09283    1.7232E-06    193.32E-06    33.407E-06   
 0.09284    1.6329E-06    192.88E-06    33.635E-06   
 0.09285    1.5451E-06    192.44E-06    33.864E-06   
 0.09286    1.4596E-06    192.E-06      34.093E-06   
 0.09287    1.3765E-06    191.56E-06    34.323E-06   
 0.09288    1.2959E-06    191.11E-06    34.553E-06   
 0.09289    1.2177E-06    190.67E-06    34.784E-06   
 0.0929     1.142E-06     190.23E-06    35.015E-06   
 0.09291    1.0686E-06    189.78E-06    35.247E-06   
 0.09292    997.68E-09    189.33E-06    35.479E-06   
 0.09293    929.18E-09    188.89E-06    35.712E-06   
 0.09294    863.11E-09    188.44E-06    35.945E-06   
 0.09295    799.47E-09    187.99E-06    36.179E-06   
 0.09296    738.26E-09    187.54E-06    36.413E-06   
 0.09297    679.49E-09    187.09E-06    36.648E-06   
 0.09298    623.14E-09    186.63E-06    36.883E-06   
 0.09299    569.23E-09    186.18E-06    37.119E-06   
 0.093      517.75E-09    185.73E-06    37.355E-06   
 0.09301    468.71E-09    185.27E-06    37.591E-06   
 0.09302    422.11E-09    184.82E-06    37.828E-06   
 0.09303    377.94E-09    184.36E-06    38.066E-06   
 0.09304    336.21E-09    183.9E-06     38.304E-06   
 0.09305    296.91E-09    183.44E-06    38.542E-06   
 0.09306    260.06E-09    182.99E-06    38.781E-06   
 0.09307    225.64E-09    182.53E-06    39.02E-06    
 0.09308    193.67E-09    182.06E-06    39.26E-06    
 0.09309    164.13E-09    181.6E-06     39.5E-06     
 0.0931     137.04E-09    181.14E-06    39.74E-06    
 0.09311    112.38E-09    180.68E-06    39.981E-06   
 0.09312    90.171E-09    180.21E-06    40.223E-06   
 0.09313    70.402E-09    179.75E-06    40.464E-06   
 0.09314    53.076E-09    179.28E-06    40.706E-06   
 0.09315    38.192E-09    178.82E-06    40.949E-06   
 0.09316    25.752E-09    178.35E-06    41.192E-06   
 0.09317    15.755E-09    177.88E-06    41.435E-06   
 0.09318    8.2017E-09    177.42E-06    41.679E-06   
 0.09319    3.0921E-09    176.95E-06    41.923E-06   
 0.0932     426.42E-12    176.48E-06    42.168E-06   
 0.09321    204.69E-12    176.01E-06    42.413E-06   
 0.09322    2.427E-09     175.53E-06    42.658E-06   
 0.09323    7.0933E-09    175.06E-06    42.904E-06   
 0.09324    14.204E-09    174.59E-06    43.15E-06    
 0.09325    23.758E-09    174.12E-06    43.396E-06   
 0.09326    35.756E-09    173.64E-06    43.643E-06   
 0.09327    50.197E-09    173.17E-06    43.89E-06    
 0.09328    67.083E-09    172.69E-06    44.137E-06   
 0.09329    86.411E-09    172.22E-06    44.385E-06   
 0.0933     108.18E-09    171.74E-06    44.634E-06   
 0.09331    132.4E-09     171.26E-06    44.882E-06   
 0.09332    159.05E-09    170.78E-06    45.131E-06   
 0.09333    188.15E-09    170.31E-06    45.38E-06    
 0.09334    219.69E-09    169.83E-06    45.63E-06    
 0.09335    253.67E-09    169.35E-06    45.88E-06    
 0.09336    290.09E-09    168.87E-06    46.13E-06    
 0.09337    328.96E-09    168.38E-06    46.38E-06    
 0.09338    370.26E-09    167.9E-06     46.631E-06   
 0.09339    414.E-09      167.42E-06    46.882E-06   
 0.0934     460.18E-09    166.94E-06    47.134E-06   
 0.09341    508.79E-09    166.45E-06    47.386E-06   
 0.09342    559.85E-09    165.97E-06    47.638E-06   
 0.09343    613.34E-09    165.48E-06    47.89E-06    
 0.09344    669.26E-09    165.E-06      48.143E-06   
 0.09345    727.62E-09    164.51E-06    48.396E-06   
 0.09346    788.42E-09    164.03E-06    48.649E-06   
 0.09347    851.64E-09    163.54E-06    48.903E-06   
 0.09348    917.3E-09     163.05E-06    49.156E-06   
 0.09349    985.39E-09    162.57E-06    49.41E-06    
 0.0935     1.0559E-06    162.08E-06    49.665E-06   
 0.09351    1.1289E-06    161.59E-06    49.919E-06   
 0.09352    1.2042E-06    161.1E-06     50.174E-06   
 0.09353    1.282E-06     160.61E-06    50.43E-06    
 0.09354    1.3623E-06    160.12E-06    50.685E-06   
 0.09355    1.4449E-06    159.63E-06    50.941E-06   
 0.09356    1.53E-06      159.14E-06    51.197E-06   
 0.09357    1.6175E-06    158.64E-06    51.453E-06   
 0.09358    1.7074E-06    158.15E-06    51.709E-06   
 0.09359    1.7997E-06    157.66E-06    51.966E-06   
 0.0936     1.8945E-06    157.17E-06    52.223E-06   
 0.09361    1.9917E-06    156.67E-06    52.48E-06    
 0.09362    2.0912E-06    156.18E-06    52.737E-06   
 0.09363    2.1932E-06    155.68E-06    52.995E-06   
 0.09364    2.2977E-06    155.19E-06    53.252E-06   
 0.09365    2.4045E-06    154.69E-06    53.51E-06    
 0.09366    2.5137E-06    154.2E-06     53.768E-06   
 0.09367    2.6253E-06    153.7E-06     54.027E-06   
 0.09368    2.7394E-06    153.21E-06    54.285E-06   
 0.09369    2.8558E-06    152.71E-06    54.544E-06   
 0.0937     2.9747E-06    152.21E-06    54.803E-06   
 0.09371    3.0959E-06    151.72E-06    55.062E-06   
